,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,51.66666666666667,40.0,11.666666666666666,11.666666666666666,10.0,16.666666666666664,8.333333333333332,1.6666666666666667,1.6666666666666667,18.333333333333332,38.333333333333336,35.0,6.666666666666667,8.333333333333332,10.0,10.0,8.333333333333332,5.0,0.0,11.666666666666666
A Tale of Two Cities,16.0,7.000000000000001,1.0,13.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,5.0,5.0,14.000000000000002,1.0,2.0,0.0,1.0,0.0,2.0
A thousand splendid suns,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127659574468085,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,28.999999999999996,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0
Adventures of Sherlock Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,86.95652173913044,21.73913043478261,15.217391304347828,0.0,26.08695652173913,34.78260869565217,6.521739130434782,17.391304347826086,0.0,21.73913043478261,67.3913043478261,15.217391304347828,15.217391304347828,0.0,15.217391304347828,15.217391304347828,2.1739130434782608,10.869565217391305,0.0,17.391304347826086
Dracula,36.666666666666664,21.11111111111111,11.11111111111111,11.11111111111111,5.555555555555555,5.555555555555555,2.2222222222222223,1.1111111111111112,0.0,3.3333333333333335,25.555555555555554,10.0,7.777777777777778,8.88888888888889,5.555555555555555,3.3333333333333335,1.1111111111111112,1.1111111111111112,0.0,3.3333333333333335
Dune,41.0,32.0,21.0,22.0,16.0,18.0,7.000000000000001,16.0,0.0,16.0,26.0,22.0,16.0,18.0,18.0,14.000000000000002,7.000000000000001,16.0,0.0,14.000000000000002
Fahrenheit 451,5.0,30.0,6.666666666666667,1.6666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.0,0.0,1.6666666666666667,1.6666666666666667,23.333333333333332,13.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0
Frankenstein,52.94117647058824,11.76470588235294,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,19.607843137254903,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Of Mice and Men,45.83333333333333,6.25,2.083333333333333,0.0,4.166666666666666,4.166666666666666,2.083333333333333,0.0,0.0,4.166666666666666,8.333333333333332,4.166666666666666,2.083333333333333,0.0,2.083333333333333,6.25,4.166666666666666,2.083333333333333,0.0,2.083333333333333
Paper Towns,2.631578947368421,0.0,0.0,3.9473684210526314,0.0,0.0,0.0,0.0,1.3157894736842104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Jackson The Lightning Thief,4.123711340206185,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice,57.99999999999999,40.0,11.0,18.0,6.0,4.0,5.0,2.0,0.0,2.0,81.0,28.999999999999996,14.000000000000002,10.0,7.000000000000001,5.0,3.0,3.0,0.0,5.0
Sense and sensibility,13.0,9.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,8.0,7.000000000000001,0.0,1.0,4.0,1.0,1.0,0.0,1.0
The Boy in the Striped Pyjamas,1.0309278350515463,1.0309278350515463,0.0,0.0,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,53.70370370370371,33.33333333333333,29.629629629629626,50.0,,,,,,,40.74074074074074,31.48148148148148,31.48148148148148,51.85185185185185,,,,,,
The Handmaid s Tale,12.0,3.0,0.0,0.0,,,,,,,2.0,0.0,0.0,0.0,,,,,,
The Picture of Dorian Gray,21.91780821917808,15.068493150684931,21.91780821917808,0.0,,,,,,,6.8493150684931505,15.068493150684931,36.986301369863014,0.0,,,,,,
