Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],lihlahla,0,0.14,incorrect,phoenix-disc bua hula ngoanana,0,0.22,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,matlho,0,0.33,incorrect,lebogang,0,0.43,incorrect,phoenix,0,0.31,incorrect,tamatoa,0,0.46,incorrect,jenaa,0,0.36,incorrect,jenaa,0,0.36,incorrect,zazavavy,0,0.14,incorrect,indray,0,0.33,incorrect,phoenix-disc bua hula ngoanana,0,0.22,incorrect,phoenix,0,0.31,incorrect,lebogang,0,0.43,incorrect,tamatoa,0,0.46,incorrect,jenaa,0,0.36,incorrect,indray,0,0.33,incorrect,sal,0,0.22,incorrect,phoenix,0,0.31,incorrect,ali,0,0.22,incorrect,emma,0,0.4,incorrect,nguyen dinh hai,0,0.19,incorrect,co song,0,0.46,incorrect,ali,0,0.22,incorrect,baslar,0,0.17,incorrect,phoenix,0,0.31,incorrect,emma,0,0.4,incorrect,co song,0,0.46,incorrect,baslar,0,0.17,incorrect
['montag'],lesli,0,0.0,incorrect,lesli,0,0.0,incorrect,ogbeni ojogbon adejobi,0,0.21,incorrect,ope,0,0.22,incorrect,moonstones,0,0.5,incorrect,gagwe moonstones,0,0.36,incorrect,te akiti,0,0.29,incorrect,te a'ofai,0,0.27,incorrect,jetten bmmen,0,0.22,incorrect,cndrmaa,0,0.31,incorrect,antananarivo,0,0.33,incorrect,nanjavona,0,0.4,incorrect,lesli,0,0.0,incorrect,ope,0,0.22,incorrect,gagwe moonstones,0,0.36,incorrect,te a'ofai,0,0.27,incorrect,cndrmaa,0,0.31,incorrect,nanjavona,0,0.4,incorrect,winston,0,0.31,incorrect,he,0,0.0,incorrect,osama,0,0.36,incorrect,ev,0,0.0,incorrect,truong son,0,0.38,incorrect,nguyen giang,0,0.33,incorrect,osama,0,0.36,incorrect,sanki,0,0.18,incorrect,he,0,0.0,incorrect,ev,0,0.0,incorrect,nguyen giang,0,0.33,incorrect,sanki,0,0.18,incorrect
['montag'],selebi,0,0.0,incorrect,sheba,0,0.18,incorrect,john,0,0.4,incorrect,oluwa,0,0.36,incorrect,seatleng,0,0.29,incorrect,matlho,0,0.33,incorrect,te hoe,0,0.17,incorrect,ua,0,0.25,incorrect,sarla,0,0.18,incorrect,princess,0,0.14,incorrect,thomas jefferson,0,0.27,incorrect,nihidy,0,0.17,incorrect,sheba,0,0.18,incorrect,oluwa,0,0.36,incorrect,matlho,0,0.33,incorrect,ua,0,0.25,incorrect,princess,0,0.14,incorrect,nihidy,0,0.17,incorrect,anna,0,0.4,incorrect,her,0,0.0,incorrect,nazik,0,0.36,incorrect,nazik,0,0.36,incorrect,ngoi sao,0,0.29,incorrect,mat,0,0.44,incorrect,nazik,0,0.36,incorrect,nazikce kadin,0,0.21,incorrect,her,0,0.0,incorrect,nazik,0,0.36,incorrect,mat,0,0.44,incorrect,nazikce kadin,0,0.21,incorrect
['montag'],sheba,0,0.18,incorrect,bekeng,0,0.33,incorrect,olumide,0,0.15,incorrect,nipa,0,0.4,incorrect,selebi,0,0.0,incorrect,go,0,0.25,incorrect,te taata,0,0.29,incorrect,ua,0,0.25,incorrect,aditya,0,0.33,incorrect,adhami,0,0.17,incorrect,andriamanitra,0,0.42,incorrect,nieritreritra,0,0.32,incorrect,bekeng,0,0.33,incorrect,nipa,0,0.4,incorrect,go,0,0.25,incorrect,ua,0,0.25,incorrect,adhami,0,0.17,incorrect,nieritreritra,0,0.32,incorrect,mr. bennet,0,0.38,incorrect,john,0,0.4,incorrect,adam,0,0.2,incorrect,ozdemir,0,0.15,incorrect,nguyen dinh thi,0,0.19,incorrect,ong xu,0,0.5,incorrect,adam,0,0.2,incorrect,ben ona,0,0.46,incorrect,john,0,0.4,incorrect,ozdemir,0,0.15,incorrect,ong xu,0,0.5,incorrect,ben ona,0,0.46,incorrect
['montag'],che,0,0.0,incorrect,thibetso,0,0.14,incorrect,olufemi,0,0.15,incorrect,rara,0,0.2,incorrect,nnyaa,0,0.36,incorrect,leina,0,0.36,incorrect,aita,0,0.4,incorrect,ua samoa,0,0.43,incorrect,jaahime,0,0.15,incorrect,udyaanme hunk dekhlkaa laagi udyaan,0,0.2,incorrect,tsia,0,0.4,incorrect,nitsambikina,0,0.33,incorrect,thibetso,0,0.14,incorrect,rara,0,0.2,incorrect,leina,0,0.36,incorrect,ua samoa,0,0.43,incorrect,udyaanme hunk dekhlkaa laagi udyaan,0,0.2,incorrect,nitsambikina,0,0.33,incorrect,thomas,0,0.33,incorrect,john,0,0.4,incorrect,adalet,0,0.17,incorrect,adamlar,0,0.31,incorrect,tom,0,0.22,incorrect,ten thong cong,0,0.3,incorrect,adalet,0,0.17,incorrect,fakat,0,0.18,incorrect,john,0,0.4,incorrect,adamlar,0,0.31,incorrect,ten thong cong,0,0.3,incorrect,fakat,0,0.18,incorrect
['montag'],selebi,0,0.0,incorrect,hoa,0,0.44,incorrect,oluwasegun osoba,0,0.27,incorrect,ololajulo,0,0.27,incorrect,tiro,0,0.2,incorrect,ame 1,0,0.18,incorrect,tamatoa,0,0.46,incorrect,te taime,0,0.29,incorrect,firehouse,0,0.13,incorrect,firehouse,0,0.13,incorrect,thomas,0,0.33,incorrect,"toy antsika? ny hoe: nisalasala dia isaky tiako hoe, ve ny holazaina izao foana mandeha mandeha... indray ny izany? ny",0,0.06,incorrect,hoa,0,0.44,incorrect,ololajulo,0,0.27,incorrect,ame 1,0,0.18,incorrect,te taime,0,0.29,incorrect,firehouse,0,0.13,incorrect,"toy antsika? ny hoe: nisalasala dia isaky tiako hoe, ve ny holazaina izao foana mandeha mandeha... indray ny izany? ny",0,0.06,incorrect,firehouse,0,0.13,incorrect,firehouse,0,0.13,incorrect,istanbul,0,0.29,incorrect,merkezi,0,0.15,incorrect,ten nguoi,0,0.27,incorrect,ho chi minh,0,0.24,incorrect,istanbul,0,0.29,incorrect,yani,0,0.2,incorrect,firehouse,0,0.13,incorrect,merkezi,0,0.15,incorrect,ho chi minh,0,0.24,incorrect,yani,0,0.2,incorrect
['montag'],jan,0,0.22,incorrect,ke,0,0.0,incorrect,john,0,0.4,incorrect,janitorial,0,0.38,incorrect,cecile jany,0,0.12,incorrect,cecile mapodisi,0,0.19,incorrect,tu'i,0,0.2,incorrect,te mua,0,0.33,incorrect,jkaan chl,0,0.13,incorrect,devdaas naagr jno,0,0.26,incorrect,janitor,0,0.31,incorrect,janitor,0,0.31,incorrect,ke,0,0.0,incorrect,janitorial,0,0.38,incorrect,cecile mapodisi,0,0.19,incorrect,te mua,0,0.33,incorrect,devdaas naagr jno,0,0.26,incorrect,janitor,0,0.31,incorrect,mr. hyde,0,0.14,incorrect,janitor,0,0.31,incorrect,polis,0,0.18,incorrect,kim,0,0.22,incorrect,nguoi dan ba,0,0.33,incorrect,tra,0,0.44,incorrect,polis,0,0.18,incorrect,polis oncesi,0,0.22,incorrect,janitor,0,0.31,incorrect,kim,0,0.22,incorrect,tra,0,0.44,incorrect,polis oncesi,0,0.22,incorrect
['montag'],empa,0,0.4,incorrect,banna,0,0.36,incorrect,cricket,0,0.15,incorrect,cricket,0,0.15,incorrect,molato,0,0.5,incorrect,banna tsotlhe,0,0.21,incorrect,taneta,0,0.5,incorrect,eita,0,0.4,incorrect,muda ab,0,0.31,incorrect,dhaadd'i,0,0.14,incorrect,cricket,0,0.15,incorrect,sady saingy,0,0.24,incorrect,banna,0,0.36,incorrect,cricket,0,0.15,incorrect,banna tsotlhe,0,0.21,incorrect,eita,0,0.4,incorrect,dhaadd'i,0,0.14,incorrect,sady saingy,0,0.24,incorrect,emily,0,0.18,incorrect,edith,0,0.18,incorrect,adalet,0,0.17,incorrect,odalari,0,0.31,incorrect,nguyen thi dao,0,0.3,incorrect,nguoi,0,0.36,incorrect,adalet,0,0.17,incorrect,emine,0,0.36,incorrect,edith,0,0.18,incorrect,odalari,0,0.31,incorrect,nguoi,0,0.36,incorrect,emine,0,0.36,incorrect
['montag'],lee min ho,0,0.25,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,innocent,0,0.43,incorrect,buka,0,0.2,incorrect,botshelela topollo,0,0.25,incorrect,aita tahiti,0,0.24,incorrect,te a,0,0.4,incorrect,chhote,0,0.33,incorrect,chhota,0,0.5,incorrect,thomas,0,0.33,incorrect,jereo,0,0.18,incorrect,lee,0,0.0,incorrect,innocent,0,0.43,incorrect,botshelela topollo,0,0.25,incorrect,te a,0,0.4,incorrect,chhota,0,0.5,incorrect,jereo,0,0.18,incorrect,his,0,0.0,incorrect,magician,0,0.43,incorrect,eli,0,0.0,incorrect,ali baba,0,0.14,incorrect,tay anh,0,0.31,incorrect,tran thu do,0,0.24,incorrect,eli,0,0.0,incorrect,ali,0,0.22,incorrect,magician,0,0.43,incorrect,ali baba,0,0.14,incorrect,tran thu do,0,0.24,incorrect,ali,0,0.22,incorrect
"['beatty—', 'beatty']",babele,0,0.33,incorrect,kelello,0,0.15,incorrect,tower of babel,0,0.2,incorrect,wa,0,0.25,incorrect,babele,0,0.33,incorrect,batho,0,0.55,incorrect,babela,0,0.5,incorrect,aita,0,0.4,incorrect,omeme,0,0.18,incorrect,bhimsen joshi,0,0.21,incorrect,babela,0,0.5,incorrect,aiza babela,0,0.35,incorrect,kelello,0,0.15,incorrect,wa,0,0.25,incorrect,batho,0,0.55,incorrect,aita,0,0.4,incorrect,bhimsen joshi,0,0.21,incorrect,aiza babela,0,0.35,incorrect,thornton wilder,0,0.19,incorrect,tower,0,0.18,incorrect,babil,0,0.36,incorrect,lanet,0,0.36,incorrect,thap babel,0,0.25,incorrect,ba cu,0,0.36,incorrect,babil,0,0.36,incorrect,babil,0,0.36,incorrect,tower,0,0.18,incorrect,lanet,0,0.36,incorrect,ba cu,0,0.36,incorrect,babil,0,0.36,incorrect
