Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,heracles,0,0.14,incorrect,zeus,0,0.0,incorrect,frankenstein,0,0.22,incorrect,salome,0,0.17,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,britney spears,0,0.2,incorrect,phoenix,0,0.31,incorrect,god,0,0.22,incorrect,zeus,0,0.0,incorrect,salome,0,0.17,incorrect,adam,0,0.2,incorrect,orpheus,0,0.15,incorrect,harry,0,0.18,incorrect,bayan,0,0.18,incorrect,peri,0,0.0,incorrect,thuy kieu,0,0.13,incorrect,thuy kieu,0,0.13,incorrect,erkek,0,0.0,incorrect,pinokyo,0,0.15,incorrect,harry,0,0.18,incorrect,peri,0,0.0,incorrect,thuy kieu,0,0.13,incorrect,pinokyo,0,0.15,incorrect
['montag'],abrahami,0,0.14,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,william shakespeare,0,0.16,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,goliath,0,0.31,incorrect,emily,0,0.18,incorrect,adam,0,0.2,incorrect,abrahamy,0,0.14,incorrect,lesli,0,0.0,incorrect,abraham,0,0.15,incorrect,william shakespeare,0,0.16,incorrect,adam,0,0.2,incorrect,emily,0,0.18,incorrect,abrahamy,0,0.14,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,inci,0,0.2,incorrect,zeus,0,0.0,incorrect,duc,0,0.0,incorrect,newton,0,0.33,incorrect,elif,0,0.0,incorrect,aytas,0,0.36,incorrect,god,0,0.22,incorrect,zeus,0,0.0,incorrect,newton,0,0.33,incorrect,aytas,0,0.36,incorrect
['montag'],abraham,0,0.15,incorrect,jesus,0,0.0,incorrect,esther,0,0.17,incorrect,esther,0,0.17,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,madame bovary,0,0.32,incorrect,jesus,0,0.0,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,israel,0,0.17,incorrect,jesus,0,0.0,incorrect,esther,0,0.17,incorrect,adam,0,0.2,incorrect,jesus,0,0.0,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,jesus,0,0.0,incorrect,hamlet,0,0.33,incorrect,olum,0,0.2,incorrect,duc,0,0.0,incorrect,nguyen,0,0.33,incorrect,adam,0,0.2,incorrect,ali,0,0.22,incorrect,jesus,0,0.0,incorrect,olum,0,0.2,incorrect,nguyen,0,0.33,incorrect,ali,0,0.22,incorrect
['montag'],oliver,0,0.17,incorrect,abraham,0,0.15,incorrect,abel,0,0.2,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,agatha christie,0,0.19,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,andriantomara,0,0.32,incorrect,sebata,0,0.33,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,andriantomara,0,0.32,incorrect,harry,0,0.18,incorrect,macgyver,0,0.43,incorrect,hamlet,0,0.33,incorrect,ataturk,0,0.31,incorrect,dong trinh,0,0.38,incorrect,dong trang,0,0.62,incorrect,ali,0,0.22,incorrect,ben,0,0.22,incorrect,macgyver,0,0.43,incorrect,ataturk,0,0.31,incorrect,dong trang,0,0.62,incorrect,ben,0,0.22,incorrect
['montag'],abrahami,0,0.14,incorrect,jesus,0,0.0,incorrect,abel,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,mark twain,0,0.38,incorrect,walt,0,0.2,incorrect,job,0,0.22,incorrect,adam,0,0.2,incorrect,donald trump,0,0.33,incorrect,jesus,0,0.0,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,walt,0,0.2,incorrect,adam,0,0.2,incorrect,montag,1,1.0,correct,orwell,0,0.17,incorrect,montagov,0,0.86,correct,odysseus,0,0.14,incorrect,montag,1,1.0,correct,dong trang,0,0.62,incorrect,orhan kemal,0,0.35,incorrect,adam,0,0.2,incorrect,orwell,0,0.17,incorrect,odysseus,0,0.14,incorrect,dong trang,0,0.62,incorrect,adam,0,0.2,incorrect
['montag'],oliver twist,0,0.22,incorrect,abraham,0,0.15,incorrect,abel,0,0.2,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,hamlet,0,0.33,incorrect,heathcliff,0,0.12,incorrect,job,0,0.22,incorrect,adriana,0,0.31,incorrect,abel,0,0.2,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,heathcliff,0,0.12,incorrect,adriana,0,0.31,incorrect,walter,0,0.17,incorrect,abraham lincoln,0,0.29,incorrect,bayram,0,0.17,incorrect,mustafa kemal ataturk,0,0.22,incorrect,duc,0,0.0,incorrect,thanh,0,0.36,incorrect,recep tayyip erdogan,0,0.23,incorrect,mustafa kemal ataturk,0,0.22,incorrect,abraham lincoln,0,0.29,incorrect,mustafa kemal ataturk,0,0.22,incorrect,thanh,0,0.36,incorrect,mustafa kemal ataturk,0,0.22,incorrect
['montag'],janitorial,0,0.38,incorrect,abraham lincoln,0,0.29,incorrect,cecile,0,0.0,incorrect,barack obama,0,0.22,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,martha,0,0.5,incorrect,oliver twist,0,0.22,incorrect,janitorialy,0,0.35,incorrect,adriana,0,0.31,incorrect,jesus,0,0.0,incorrect,abraham lincoln,0,0.29,incorrect,barack obama,0,0.22,incorrect,abraham,0,0.15,incorrect,oliver twist,0,0.22,incorrect,adriana,0,0.31,incorrect,montag,1,1.0,correct,janitor,0,0.31,incorrect,macit,0,0.36,incorrect,polis,0,0.18,incorrect,duc,0,0.0,incorrect,nguyen,0,0.33,incorrect,polis,0,0.18,incorrect,polis,0,0.18,incorrect,janitor,0,0.31,incorrect,polis,0,0.18,incorrect,nguyen,0,0.33,incorrect,polis,0,0.18,incorrect
['montag'],jesus,0,0.0,incorrect,w.g. grace,0,0.12,incorrect,god,0,0.22,incorrect,abel,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,jesus christ,0,0.11,incorrect,shakira,0,0.15,incorrect,donald bradman,0,0.3,incorrect,william shakespeare,0,0.16,incorrect,abel,0,0.2,incorrect,w.g. grace,0,0.12,incorrect,abel,0,0.2,incorrect,adam,0,0.2,incorrect,shakira,0,0.15,incorrect,william shakespeare,0,0.16,incorrect,emily,0,0.18,incorrect,heathcliff,0,0.12,incorrect,emily,0,0.18,incorrect,medea,0,0.36,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,hamlet,0,0.33,incorrect,medea,0,0.36,incorrect,heathcliff,0,0.12,incorrect,medea,0,0.36,incorrect,duc,0,0.0,incorrect,medea,0,0.36,incorrect
['montag'],oliver twist,0,0.22,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,newton,0,0.33,incorrect,adam,0,0.2,incorrect,job,0,0.22,incorrect,abrahamy,0,0.14,incorrect,sheba,0,0.18,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,abrahamy,0,0.14,incorrect,macbeth,0,0.31,incorrect,macbeth,0,0.31,incorrect,pinokyo,0,0.15,incorrect,pinokyo,0,0.15,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,pinokyo,0,0.15,incorrect,her,0,0.0,incorrect,macbeth,0,0.31,incorrect,pinokyo,0,0.15,incorrect,duc,0,0.0,incorrect,her,0,0.0,incorrect
"['beatty—', 'beatty']",noah,0,0.2,incorrect,abraham,0,0.31,incorrect,god,0,0.0,incorrect,phillis,0,0.0,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,george orwell,0,0.11,incorrect,newton,0,0.33,incorrect,job,0,0.22,incorrect,adama,0,0.18,incorrect,israel,0,0.17,incorrect,abraham,0,0.31,incorrect,phillis,0,0.0,incorrect,abraham,0,0.31,incorrect,newton,0,0.33,incorrect,adama,0,0.18,incorrect,roark,0,0.18,incorrect,abel,0,0.4,incorrect,emma,0,0.4,incorrect,yunus,0,0.18,incorrect,duc,0,0.0,incorrect,thap,0,0.2,incorrect,pinokyo,0,0.15,incorrect,ali,0,0.22,incorrect,abel,0,0.4,incorrect,yunus,0,0.18,incorrect,thap,0,0.2,incorrect,ali,0,0.22,incorrect
